0,2,Ｃ．スチュワート・ジュニア
1,10,大竹　耕太郎
2,11,津森　宥紀
3,13,二保　旭
4,14,加治屋　蓮
5,16,東浜　巨
6,17,岩嵜　翔
7,18,武田　翔太
8,20,甲斐野　央
9,21,和田　毅
10,25,田中　正義
11,26,吉住　晴斗
12,28,高橋　礼
13,29,石川　柊太
14,34,椎野　新
15,35,モイネロ
16,37,ムーア
17,38,森　唯斗
18,39,尾形　崇斗
19,40,杉山　一樹
20,41,千賀　滉大
21,42,松田　遼馬
22,44,バンデンハーク
23,47,髙橋　純平
24,49,古谷　優人
25,50,板東　湧梧
26,53,泉　圭輔
27,56,田浦　文丸
28,57,嘉弥真　新也
29,58,サファテ
30,61,奥村　政稔
31,63,川原　弘之
32,66,松本　裕樹
33,67,笠谷　俊介
34,12,髙谷　裕亮
35,19,甲斐　拓也
36,31,栗原　陵矢
37,45,谷川原　健太
38,62,海野　隆司
39,65,九鬼　隆平
40,00,川瀬　晃
41,0,髙田　知季
42,1,内川　聖一
43,5,松田　宣浩
44,6,今宮　健太
45,8,明石　健志
46,22,西田　哲朗
47,23,周東　佑京
48,27,グラシアル
49,33,増田　珠
50,36,牧原　大成
51,52,リチャード
52,55,野村　大樹
53,68,三森　大貴
54,69,小林　珠維
55,99,川島　慶三
56,4,バレンティン
57,7,中村　晃
58,9,柳田　悠岐
59,24,長谷川　勇也
60,30,佐藤　直樹
61,32,柳町　達
62,51,上林　誠知
63,54,デスパイネ
64,59,水谷　瞬
65,60,釜元　豪
66,64,真砂　勇介
67,122,大関　友久
68,123,小澤　怜史
69,129,野澤　佑斗
70,133,岡本　直也
71,137,渡辺　健史
72,138,重田　倫明
73,140,渡邉　雄大
74,143,村上　舜
75,121,石塚　綜一郎
76,132,渡邉　陸
77,144,堀内　汰門
78,124,古澤　勝吾
79,126,黒瀬　健太
80,128,伊藤　大将
81,130,勝連　大稀
82,136,荒木　翔太
83,125,大本　将吾
84,131,舟越　秀虎
85,135,田城　飛翔
86,139,日暮　矢麻人
87,141,清水　陸哉
88,142,中村　宜聖
